name,make,model,build_date,odometer,body_type,fuel,transmission,seats,auctioneer,deadline,link_to_auction,link_to_condition_report,other_specs,unique_identifier,hours,state,redbook_code,redbook_average_wholesale,current_market_retail,auction_registration_link,vin,date_listed,name_of_auction
2017 Volkswagen Tiguan,Volkswagen,Tiguan,2017,177563,Wagon,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2969390/2017-volkswagen-tiguan-110tsi-trendline-5n-my17?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2969390/2017-volkswagen-tiguan-110tsi-trendline-5n-my17?filterid=86dcad24bf,110Tsi Trendline 5N My17 Fwd   Greybuild2016     Exp22/02/2025,2017VolkswagenTiguan177563,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2017 Volkswagen Tiguan,Volkswagen,Tiguan,2017,177563,Wagon,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2969390/2017-volkswagen-tiguan-110tsi-trendline-5n-my17?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2969390/2017-volkswagen-tiguan-110tsi-trendline-5n-my17?filterid=86dcad24bf,110Tsi Trendline 5N My17 Fwd   Greybuild2016     Exp22/02/2025,2017VolkswagenTiguan177563,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Hyundai I30 Gde3,Hyundai,I30 Gde3,2015,127649,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2935178/2015-hyundai-i30-gde3-series-ii-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2935178/2015-hyundai-i30-gde3-series-ii-my16?filterid=86dcad24bf,I30  Gde3 Series Ii My16 Fwd   Whitebuild     Exp30/10/2024,2015HyundaiI30 Gde3127649,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Hyundai I30 Gde3,Hyundai,I30 Gde3,2015,127649,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2935178/2015-hyundai-i30-gde3-series-ii-my16?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2935178/2015-hyundai-i30-gde3-series-ii-my16?filterid=86dcad24bf,I30  Gde3 Series Ii My16 Fwd   Whitebuild     Exp30/10/2024,2015HyundaiI30 Gde3127649,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Ford Focus,Ford,Focus,2013,137147,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956084/2013-ford-focus-titanium-pwrshift-lw-mkii?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956084/2013-ford-focus-titanium-pwrshift-lw-mkii?filterid=86dcad24bf,Titanium Pwrshift Lw Mkii Fwd   Silverbuild     Exp22/03/2025,2013FordFocus137147,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Ford Focus,Ford,Focus,2013,137147,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956084/2013-ford-focus-titanium-pwrshift-lw-mkii?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956084/2013-ford-focus-titanium-pwrshift-lw-mkii?filterid=86dcad24bf,Titanium Pwrshift Lw Mkii Fwd   Silverbuild     Exp22/03/2025,2013FordFocus137147,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Holden Captiva,Holden,Captiva,2015,81929,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971865/2015-holden-captiva-7-ltz-cg-my15?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971865/2015-holden-captiva-7-ltz-cg-my15?filterid=86dcad24bf,7 Ltz Cg My15 4Wd   Whitebuild     Exp04/11/2025,2015HoldenCaptiva81929,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Holden Captiva,Holden,Captiva,2015,81929,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971865/2015-holden-captiva-7-ltz-cg-my15?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971865/2015-holden-captiva-7-ltz-cg-my15?filterid=86dcad24bf,7 Ltz Cg My15 4Wd   Whitebuild     Exp04/11/2025,2015HoldenCaptiva81929,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Subaru Xv 2.0I-S,Subaru,Xv 2.0I-S,2012,168522,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968960/2012-subaru-xv-2-0i-s-g4x-my12?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968960/2012-subaru-xv-2-0i-s-g4x-my12?filterid=86dcad24bf,G4X My12 4Wd   Blackbuild     Exp20/03/2025,2012SubaruXv 2.0I-S168522,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Subaru Xv 2.0I-S,Subaru,Xv 2.0I-S,2012,168522,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968960/2012-subaru-xv-2-0i-s-g4x-my12?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968960/2012-subaru-xv-2-0i-s-g4x-my12?filterid=86dcad24bf,G4X My12 4Wd   Blackbuild     Exp20/03/2025,2012SubaruXv 2.0I-S168522,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Hyundai Iload Tq-V,Hyundai,Iload Tq-V,2011,187492,Van,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971584/2011-hyundai-iload-tq-v-my11?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971584/2011-hyundai-iload-tq-v-my11?filterid=86dcad24bf,Iload  Tq-V My11 Rwd   Whitebuild     Exp21/09/2025,2011HyundaiIload Tq-V187492,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Hyundai Iload Tq-V,Hyundai,Iload Tq-V,2011,187492,Van,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971584/2011-hyundai-iload-tq-v-my11?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971584/2011-hyundai-iload-tq-v-my11?filterid=86dcad24bf,Iload  Tq-V My11 Rwd   Whitebuild     Exp21/09/2025,2011HyundaiIload Tq-V187492,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Mitsubishi Pajero,Mitsubishi,Pajero,2012,357543,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961300/2012-mitsubishi-pajero-glx-r-nw-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961300/2012-mitsubishi-pajero-glx-r-nw-my13?filterid=86dcad24bf,Glx-R Nw My13 4Wd   Silverbuild     Exp23/01/2025,2012MitsubishiPajero357543,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Mitsubishi Pajero,Mitsubishi,Pajero,2012,357543,Wagon,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961300/2012-mitsubishi-pajero-glx-r-nw-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961300/2012-mitsubishi-pajero-glx-r-nw-my13?filterid=86dcad24bf,Glx-R Nw My13 4Wd   Silverbuild     Exp23/01/2025,2012MitsubishiPajero357543,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Volkswagen Tiguan,Volkswagen,Tiguan,2013,203564,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971593/2013-volkswagen-tiguan-132tsi-pacific-5n-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971593/2013-volkswagen-tiguan-132tsi-pacific-5n-my14?filterid=86dcad24bf,132Tsi Pacific 5N My14 4Wd   Whitebuild     Exp11/12/2024,2013VolkswagenTiguan203564,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Volkswagen Tiguan,Volkswagen,Tiguan,2013,203564,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971593/2013-volkswagen-tiguan-132tsi-pacific-5n-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971593/2013-volkswagen-tiguan-132tsi-pacific-5n-my14?filterid=86dcad24bf,132Tsi Pacific 5N My14 4Wd   Whitebuild     Exp11/12/2024,2013VolkswagenTiguan203564,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Nissan Dualis Ti,Nissan,Dualis Ti,2010,241192,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961877/2010-nissan-dualis-ti-x-tronic-awd-j10-my2009?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961877/2010-nissan-dualis-ti-x-tronic-awd-j10-my2009?filterid=86dcad24bf,X-Tronic Awd J10 My2009 4Wd   Bluebuild     Exp19/11/2024,2010NissanDualis Ti241192,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Nissan Dualis Ti,Nissan,Dualis Ti,2010,241192,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961877/2010-nissan-dualis-ti-x-tronic-awd-j10-my2009?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961877/2010-nissan-dualis-ti-x-tronic-awd-j10-my2009?filterid=86dcad24bf,X-Tronic Awd J10 My2009 4Wd   Bluebuild     Exp19/11/2024,2010NissanDualis Ti241192,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Kia Cerato,Kia,Cerato,2015,205811,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971569/2015-kia-cerato-s-yd-my15?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971569/2015-kia-cerato-s-yd-my15?filterid=86dcad24bf,S Yd My15 Fwd   Whitebuild     Exp25/03/2025,2015KiaCerato205811,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Kia Cerato,Kia,Cerato,2015,205811,Hatchback,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2971569/2015-kia-cerato-s-yd-my15?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2971569/2015-kia-cerato-s-yd-my15?filterid=86dcad24bf,S Yd My15 Fwd   Whitebuild     Exp25/03/2025,2015KiaCerato205811,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Volkswagen Amarok,Volkswagen,Amarok,2013,244806,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968974/2013-volkswagen-amarok-tdi420-ultimate-dual-2h-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968974/2013-volkswagen-amarok-tdi420-ultimate-dual-2h-my13?filterid=86dcad24bf,Tdi420 Ultimate Dual 2H My13 4Wd   Greybuild     Exp16/01/2025,2013VolkswagenAmarok244806,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Volkswagen Amarok,Volkswagen,Amarok,2013,244806,Utility,Diesel,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968974/2013-volkswagen-amarok-tdi420-ultimate-dual-2h-my13?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968974/2013-volkswagen-amarok-tdi420-ultimate-dual-2h-my13?filterid=86dcad24bf,Tdi420 Ultimate Dual 2H My13 4Wd   Greybuild     Exp16/01/2025,2013VolkswagenAmarok244806,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Suzuki Grand Vitara,Suzuki,Grand Vitara,2015,290835,Wagon,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968293/2015-suzuki-grand-vitara-navigator-jb?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968293/2015-suzuki-grand-vitara-navigator-jb?filterid=86dcad24bf,Navigator Jb Rwd   Silverbuild2014     Exp19/02/2025,2015SuzukiGrand Vitara290835,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Suzuki Grand Vitara,Suzuki,Grand Vitara,2015,290835,Wagon,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2968293/2015-suzuki-grand-vitara-navigator-jb?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2968293/2015-suzuki-grand-vitara-navigator-jb?filterid=86dcad24bf,Navigator Jb Rwd   Silverbuild2014     Exp19/02/2025,2015SuzukiGrand Vitara290835,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Kia Sportage,Kia,Sportage,2014,223953,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970849/2014-kia-sportage-si-premium-sl-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970849/2014-kia-sportage-si-premium-sl-my14?filterid=86dcad24bf,Si Premium Sl My14 Fwd   Bluebuild     Exp22/12/2024,2014KiaSportage223953,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Kia Sportage,Kia,Sportage,2014,223953,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970849/2014-kia-sportage-si-premium-sl-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970849/2014-kia-sportage-si-premium-sl-my14?filterid=86dcad24bf,Si Premium Sl My14 Fwd   Bluebuild     Exp22/12/2024,2014KiaSportage223953,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Holden Commodore,Holden,Commodore,2013,293849,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2969388/2013-holden-commodore-sv6-sportwagon-vf?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2969388/2013-holden-commodore-sv6-sportwagon-vf?filterid=86dcad24bf,Sv6 Sportwagon Vf Rwd   Whitebuild     Exp01/10/2025,2013HoldenCommodore293849,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2013 Holden Commodore,Holden,Commodore,2013,293849,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2969388/2013-holden-commodore-sv6-sportwagon-vf?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2969388/2013-holden-commodore-sv6-sportwagon-vf?filterid=86dcad24bf,Sv6 Sportwagon Vf Rwd   Whitebuild     Exp01/10/2025,2013HoldenCommodore293849,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Audi Q5,Audi,Q5,2012,173790,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2933846/2012-audi-q5-tfsi-8r-my12?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2933846/2012-audi-q5-tfsi-8r-my12?filterid=86dcad24bf,Tfsi 8R My12 4Wd   Whitebuild     Exp20/09/2024,2012AudiQ5173790,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2012 Audi Q5,Audi,Q5,2012,173790,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2933846/2012-audi-q5-tfsi-8r-my12?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2933846/2012-audi-q5-tfsi-8r-my12?filterid=86dcad24bf,Tfsi 8R My12 4Wd   Whitebuild     Exp20/09/2024,2012AudiQ5173790,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Ford Kuga,Ford,Kuga,2014,123204,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961829/2014-ford-kuga-ambiente-awd-tf?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961829/2014-ford-kuga-ambiente-awd-tf?filterid=86dcad24bf,Ambiente Awd Tf 4Wd   Blackbuild     Exp15/03/2025,2014FordKuga123204,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Ford Kuga,Ford,Kuga,2014,123204,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961829/2014-ford-kuga-ambiente-awd-tf?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961829/2014-ford-kuga-ambiente-awd-tf?filterid=86dcad24bf,Ambiente Awd Tf 4Wd   Blackbuild     Exp15/03/2025,2014FordKuga123204,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Holden Cruze,Holden,Cruze,2011,163555,Sedan,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956817/2011-holden-cruze-sri-jh-series-ii?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956817/2011-holden-cruze-sri-jh-series-ii?filterid=86dcad24bf,Sri Jh Series Ii Fwd   Bluebuild     Exp,2011HoldenCruze163555,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2011 Holden Cruze,Holden,Cruze,2011,163555,Sedan,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2956817/2011-holden-cruze-sri-jh-series-ii?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2956817/2011-holden-cruze-sri-jh-series-ii?filterid=86dcad24bf,Sri Jh Series Ii Fwd   Bluebuild     Exp,2011HoldenCruze163555,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Audi A4,Audi,A4,2014,237780,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961800/2014-audi-a4-ambition-b8-8k-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961800/2014-audi-a4-ambition-b8-8k-my14?filterid=86dcad24bf,Ambition B8 8K My14 4Wd   Greybuild     Exp28/09/2025,2014AudiA4237780,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2014 Audi A4,Audi,A4,2014,237780,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2961800/2014-audi-a4-ambition-b8-8k-my14?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2961800/2014-audi-a4-ambition-b8-8k-my14?filterid=86dcad24bf,Ambition B8 8K My14 4Wd   Greybuild     Exp28/09/2025,2014AudiA4237780,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Mazda 3,Mazda,3,2010,231283,Sedan,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970266/2010-mazda-3-neo-bl10f1?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970266/2010-mazda-3-neo-bl10f1?filterid=86dcad24bf,"Neo Bl10F1 Fwd   Blackbuild   21,28  Exp26/06/2025",2010Mazda3231283,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Mazda 3,Mazda,3,2010,231283,Sedan,Petrol,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970266/2010-mazda-3-neo-bl10f1?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970266/2010-mazda-3-neo-bl10f1?filterid=86dcad24bf,"Neo Bl10F1 Fwd   Blackbuild   21,28  Exp26/06/2025",2010Mazda3231283,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Subaru Liberty,Subaru,Liberty,2010,313664,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2967147/2010-subaru-liberty-2-5i-sports-premium-b5-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2967147/2010-subaru-liberty-2-5i-sports-premium-b5-my10?filterid=86dcad24bf,2.5I Sports Premium B5 My10 4Wd   Silverbuild     Exp29/12/2024,2010SubaruLiberty313664,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2010 Subaru Liberty,Subaru,Liberty,2010,313664,Wagon,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2967147/2010-subaru-liberty-2-5i-sports-premium-b5-my10?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2967147/2010-subaru-liberty-2-5i-sports-premium-b5-my10?filterid=86dcad24bf,2.5I Sports Premium B5 My10 4Wd   Silverbuild     Exp29/12/2024,2010SubaruLiberty313664,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Ford Ranger,Ford,Ranger,2015,255878,Cab Chassis,Diesel,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970163/2015-ford-ranger-xl-single-cab-px?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970163/2015-ford-ranger-xl-single-cab-px?filterid=86dcad24bf,Xl Single Cab Px Rwd   Whitebuild     Exp10/08/2025,2015FordRanger255878,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2015 Ford Ranger,Ford,Ranger,2015,255878,Cab Chassis,Diesel,Manual,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2970163/2015-ford-ranger-xl-single-cab-px?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2970163/2015-ford-ranger-xl-single-cab-px?filterid=86dcad24bf,Xl Single Cab Px Rwd   Whitebuild     Exp10/08/2025,2015FordRanger255878,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2008 Bmw 3 Series,Bmw,3 Series,2008,129430,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965728/2008-bmw-3-series-320i-executive-e90-my08?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965728/2008-bmw-3-series-320i-executive-e90-my08?filterid=86dcad24bf,320I Executive E90 My08 Rwd   Bronzebuild     Exp17/06/2025,2008Bmw3 Series129430,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
2008 Bmw 3 Series,Bmw,3 Series,2008,129430,Sedan,Petrol,Automatic,,Carlins Online,16/12/2024,https://www.carlins.com.au/auctions/catalogues/2965728/2008-bmw-3-series-320i-executive-e90-my08?filterid=86dcad24bf,https://www.carlins.com.au/auctions/catalogues/2965728/2008-bmw-3-series-320i-executive-e90-my08?filterid=86dcad24bf,320I Executive E90 My08 Rwd   Bronzebuild     Exp17/06/2025,2008Bmw3 Series129430,24,NSW,,,,https://www.carlins.com.au/auctions/catalogues/2970165/2018-mazda-bt-50-xt-hi-rider-dual-cab-ur0yg1?filterid=86dcad24bf,,,
